City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Genhe,CN,50.7833,121.5167,58.24,33,0,6.08,clear sky
465,Guiratinga,BR,-16.3494,-53.7583,71.4,69,1,3.31,clear sky
466,Lunenburg,CA,44.3835,-64.3155,44.6,100,17,3.44,few clouds
467,Krasnorechenskiy,RU,44.6265,135.3532,52.21,23,0,16.93,clear sky
468,Palmer,US,42.1584,-72.3287,66.2,47,75,10.36,broken clouds
469,San Angelo,US,31.4638,-100.437,59.0,36,1,17.27,clear sky
470,Lazaro Cardenas,MX,17.9583,-102.2,77.34,57,6,7.36,clear sky
471,Kudahuvadhoo,MV,2.6708,72.8944,81.79,67,29,5.88,scattered clouds
472,Takoradi,GH,4.8845,-1.7554,80.24,82,100,5.44,overcast clouds
473,Fortuna,US,40.5982,-124.1573,52.0,93,90,16.11,overcast clouds
474,Santa Isabel,BR,-23.3156,-46.2214,64.4,82,75,4.61,broken clouds
475,Cieza,ES,38.24,-1.4199,60.01,90,99,2.44,overcast clouds
476,Cumpas,MX,29.9833,-109.7833,82.89,10,57,16.96,broken clouds
477,Goderich,CA,43.7501,-81.7165,33.8,64,100,4.61,overcast clouds
478,Kachiry,KZ,53.0675,76.1036,30.65,39,93,15.9,overcast clouds
479,Port Hardy,CA,50.6996,-127.4199,55.4,62,40,13.8,scattered clouds
480,Ronchi Dei Legionari,IT,45.8236,13.5097,46.99,93,90,4.61,overcast clouds
481,Bireun,ID,5.203,96.7009,78.49,83,100,3.6,overcast clouds
482,Huaicheng,CN,23.9051,112.1931,69.22,89,100,0.89,overcast clouds
483,Villeneuve-Sur-Lot,FR,44.5,0.6667,57.2,54,97,3.44,overcast clouds
484,Jumla,NP,29.2747,82.1838,42.84,98,100,4.65,overcast clouds
485,Koungou,YT,-12.7336,45.2042,82.4,78,75,17.27,broken clouds
486,Kahului,US,20.8947,-156.47,84.2,54,20,11.5,light rain
487,Viedma,AR,-40.8135,-62.9967,69.8,58,100,18.25,overcast clouds
488,Dolores,AR,-36.3132,-57.6792,64.96,81,0,13.56,clear sky
489,Innisfail,AU,-17.5333,146.0333,78.01,84,90,2.06,light rain
490,Ahipara,NZ,-35.1667,173.1667,68.23,75,0,9.13,clear sky
491,Kotlas,RU,61.2611,46.6556,31.48,84,36,4.72,scattered clouds
492,Bentiu,SS,9.2333,29.8333,87.51,34,100,8.57,overcast clouds
493,Clyde River,CA,70.4692,-68.5914,3.2,92,1,4.61,clear sky
494,Port Blair,IN,11.6667,92.75,81.66,72,7,3.09,clear sky
495,San Patricio,US,28.017,-97.5169,77.0,57,1,14.97,clear sky
496,Ust-Tsilma,RU,65.441,52.1498,29.41,93,13,3.38,few clouds
497,Gazojak,TM,41.1875,61.4036,52.07,44,34,14.5,scattered clouds
498,Saint-Prosper,CA,46.2117,-70.4811,44.6,49,98,3.44,overcast clouds
499,Cayenne,GF,4.9333,-52.3333,79.0,94,75,6.2,broken clouds
500,Edgewater,US,28.9889,-80.9023,69.8,88,40,6.4,scattered clouds
501,Ombessa,CM,4.603,11.2565,71.24,96,100,0.63,overcast clouds
502,Mochalishche,RU,56.3306,48.3547,41.0,30,0,17.9,clear sky
503,Blagoyevo,RU,63.3667,47.9167,32.74,80,100,4.5,overcast clouds
504,Sassandra,CI,4.95,-6.0833,80.11,86,84,6.42,broken clouds
505,Sfantu Gheorghe,RO,45.8667,25.7833,43.0,91,100,3.49,overcast clouds
506,Dali,CN,25.7,100.1833,62.01,45,0,3.6,clear sky
507,Sobolevo,RU,54.4299,31.8996,37.15,90,100,5.12,overcast clouds
508,Ambilobe,MG,-13.2,49.05,71.51,96,100,4.32,light rain
509,Krasnoselkup,RU,65.7,82.4667,1.06,89,6,6.46,clear sky
510,Massaranduba,BR,-7.2003,-35.7892,75.2,88,0,8.05,clear sky
511,Alihe,CN,50.5667,123.7167,57.85,31,0,6.35,clear sky
512,Okitipupa,NG,6.5047,4.7839,76.6,96,99,1.21,overcast clouds
513,Ust-Nera,RU,64.5667,143.2,34.52,96,100,4.0,light snow
514,Neumunster,DE,54.0667,9.9833,41.0,78,0,1.01,clear sky
515,North Battleford,CA,52.7834,-108.2847,50.0,22,1,6.91,clear sky
516,Khash,IR,28.2211,61.2158,62.65,24,0,3.91,clear sky
517,Bartlesville,US,36.7473,-95.9808,48.2,34,20,9.22,few clouds
518,Balikpapan,ID,-1.2675,116.8289,77.22,87,100,5.84,overcast clouds
519,Betong,TH,5.7743,101.0723,78.28,79,79,0.98,broken clouds
520,Cairns,AU,-16.9167,145.7667,75.2,94,90,4.27,heavy intensity rain
521,Platanos,GR,37.6667,21.6167,48.2,87,20,3.44,few clouds
522,Salinopolis,BR,-0.6136,-47.3561,77.49,84,97,6.69,overcast clouds
523,Necochea,AR,-38.5473,-58.7368,63.0,83,4,5.99,clear sky
524,Aykhal,RU,66.0,111.5,13.1,88,71,3.33,broken clouds
525,Hambantota,LK,6.1241,81.1185,77.0,100,20,3.44,few clouds
526,Souillac,MU,-20.5167,57.5167,78.8,83,75,5.75,light rain
527,Lannion,FR,48.75,-3.4167,44.6,87,0,5.75,clear sky
528,Bubaque,GW,11.2833,-15.8333,78.01,68,1,16.02,clear sky
529,Arys,KZ,42.4252,68.795,51.8,100,90,17.9,mist
530,Korsakovo,RU,53.2677,37.3569,35.2,99,100,6.62,light snow
531,Ransang,PH,8.9603,117.5828,81.39,79,94,8.84,overcast clouds
532,Natal,BR,-5.795,-35.2094,80.6,83,20,4.61,few clouds
533,Maumere,ID,-8.6199,122.2111,80.96,63,90,3.62,overcast clouds
534,Chabahar,IR,25.2919,60.643,80.98,56,0,2.62,clear sky
535,Zaozerne,UA,45.1582,33.2787,48.0,81,100,12.84,overcast clouds
536,Cabedelo,BR,-6.9811,-34.8339,78.8,100,20,4.61,few clouds
537,Solwezi,ZM,-12.1688,26.3894,60.64,87,100,5.39,overcast clouds
538,Nebbi,UG,2.4783,31.0889,68.02,89,100,6.87,overcast clouds
539,Burdur,TR,37.7203,30.2908,46.4,71,0,1.14,clear sky
540,Karoi,ZW,-16.8099,29.6925,54.27,87,63,3.89,broken clouds
541,Hvolsvollur,IS,63.7533,-20.2243,28.99,91,94,5.01,overcast clouds
542,Boende,CD,-0.2167,20.8667,70.02,99,100,1.52,overcast clouds
543,West Wendover,US,40.7391,-114.0733,57.2,19,1,8.05,clear sky
544,Seoul,KR,37.5683,126.9778,62.6,51,94,2.3,overcast clouds
545,Parakan,ID,-6.4191,106.0081,78.48,82,21,3.71,few clouds
546,Bonga,ET,7.2833,36.2333,61.57,71,98,1.01,overcast clouds
547,Vicosa Do Ceara,BR,-3.5622,-41.0922,66.25,97,43,1.1,scattered clouds
548,Lakatoro,VU,-16.0999,167.4164,85.53,69,42,10.36,scattered clouds
549,Karymskoye,RU,51.6167,114.35,58.46,27,0,6.2,clear sky
550,Katherine,AU,-14.4667,132.2667,86.0,54,0,3.44,clear sky
551,Lata,PT,40.1629,-8.3327,53.01,90,100,1.99,overcast clouds
552,La Foa,NC,-21.7108,165.8276,78.8,65,75,1.14,broken clouds
553,Cap Malheureux,MU,-19.9842,57.6142,75.99,87,100,5.01,overcast clouds
554,Aklavik,CA,68.2191,-135.0107,21.2,73,90,16.11,snow
555,Weihe,CN,32.9952,105.3247,54.64,85,100,2.73,overcast clouds
556,Paso De Los Toros,UY,-32.8167,-56.5167,64.4,82,20,13.8,few clouds
557,Verkhniye Tatyshly,RU,56.2912,55.8575,33.93,52,0,2.91,clear sky
558,Turayf,SA,31.6725,38.6637,71.6,46,0,9.22,clear sky
559,Lavrentiya,RU,65.5833,-171.0,32.45,70,57,7.31,broken clouds
560,Tianpeng,CN,30.9866,103.9393,66.99,1,100,2.1,overcast clouds
561,Hudson Bay,CA,52.85,-102.3842,38.34,51,65,5.79,broken clouds
562,Katobu,ID,-4.9408,122.5276,80.58,78,100,2.68,overcast clouds
563,Angoche,MZ,-16.2325,39.9086,72.1,88,43,8.99,scattered clouds
564,Plymouth,US,41.8334,-70.8328,60.8,55,1,5.75,clear sky
565,Dzhebariki-Khaya,RU,62.2167,135.8,21.51,81,100,4.36,overcast clouds
566,Palora,EC,-1.7,-77.9333,75.2,73,40,3.44,light rain
567,Tanhacu,BR,-14.0214,-41.2481,70.48,88,99,1.16,overcast clouds
568,Kropotkin,RU,45.4375,40.5756,49.26,83,99,15.61,overcast clouds
569,Southbridge,US,42.0751,-72.0334,62.6,45,90,8.05,overcast clouds
570,Isoka,ZM,-10.1606,32.6335,58.55,98,96,3.11,overcast clouds
571,Karla,EE,59.3723,24.9275,41.0,70,0,4.61,clear sky
572,Antofagasta,CL,-23.65,-70.4,62.6,77,20,14.97,few clouds
573,Itarema,BR,-2.9248,-39.9167,77.18,85,96,6.49,overcast clouds
574,Iskateley,RU,67.6803,53.1512,27.64,88,5,8.01,clear sky
575,Porto Novo,BJ,6.4965,2.6036,84.2,79,40,9.22,scattered clouds
576,Grand Gaube,MU,-20.0064,57.6608,75.99,87,100,5.01,overcast clouds
577,Hofn,IS,64.2539,-15.2082,37.49,41,20,6.53,few clouds
578,Deputatskiy,RU,69.3,139.9,18.41,83,100,2.75,overcast clouds
579,Zatoka,UA,46.0725,30.4654,41.0,81,0,9.69,clear sky
580,Port Hedland,AU,-20.3167,118.5667,80.6,36,57,8.05,broken clouds
581,Mackay,AU,-21.15,149.2,80.6,65,75,4.61,broken clouds
582,Olavarria,AR,-36.8927,-60.3225,64.0,87,7,10.0,clear sky
583,Wawa,NG,9.9022,4.4192,84.51,59,87,8.7,overcast clouds
584,Fort-Shevchenko,KZ,44.5086,50.263,61.2,54,100,23.38,overcast clouds
585,Maues,BR,-3.3836,-57.7186,72.81,97,100,2.42,overcast clouds
586,Ixtapa,MX,20.7,-105.2,80.6,69,1,12.66,clear sky
587,Coihaique,CL,-45.5752,-72.0662,50.0,66,75,5.75,broken clouds
588,Chifeng,CN,42.2683,118.9636,66.7,28,99,12.82,overcast clouds
589,Namatanai,PG,-3.6667,152.4333,86.0,68,86,10.98,overcast clouds
590,Dauriya,RU,49.9333,116.8667,65.41,17,5,13.67,clear sky
591,Suntar,RU,62.1444,117.6319,22.08,74,100,7.18,overcast clouds
592,Kizema,RU,61.113,44.8302,31.51,82,10,6.2,clear sky
593,Gewane,ET,10.1664,40.6453,78.75,42,98,3.87,overcast clouds
594,Saint-Joseph,RE,-21.3667,55.6167,77.0,83,90,10.36,light rain
595,Erenhot,CN,43.6475,111.9767,64.18,39,100,17.87,overcast clouds
596,Marzuq,YE,14.4,46.4667,68.85,44,9,3.0,clear sky
597,Junction City,US,39.0286,-96.8314,48.2,34,75,6.91,broken clouds
598,Narsaq,GL,60.9167,-46.05,37.4,56,75,2.3,broken clouds
599,Jinchang,CN,38.4953,102.1739,59.9,24,6,6.85,clear sky
600,Tigil,RU,57.8,158.6667,36.72,78,100,19.19,overcast clouds
601,Srednekolymsk,RU,67.45,153.6833,36.1,98,9,13.11,clear sky
602,Grand-Bourg,GP,15.8835,-61.3148,78.8,73,0,12.66,clear sky
603,Hornepayne,CA,49.2138,-84.7705,19.27,86,100,2.24,overcast clouds
604,Cumberland,US,35.0502,-78.8664,68.0,37,1,5.75,clear sky
605,Baiquan,CN,47.5833,126.0833,61.68,17,7,13.53,clear sky
606,Birao,CF,10.2849,22.7882,80.96,38,100,4.97,overcast clouds
607,Sechura,PE,-5.5569,-80.8222,72.61,68,10,18.48,clear sky
608,Shizunai,JP,42.3339,142.3669,42.44,56,2,14.34,clear sky
609,Karratha,AU,-20.7377,116.8463,81.34,47,100,6.42,overcast clouds
610,Nicolas Bravo,MX,18.45,-88.9167,84.2,79,40,14.97,scattered clouds
611,Shetpe,KZ,44.1667,52.1167,54.55,56,95,26.57,overcast clouds
612,Severiano Melo,BR,-5.7772,-37.9578,72.48,95,100,3.74,overcast clouds
613,Kanniyakumari,IN,8.0833,77.5667,80.51,82,87,12.33,overcast clouds
614,Asosa,ET,10.0667,34.5333,74.44,28,80,2.82,broken clouds
615,Inverness,GB,57.4791,-4.224,37.0,80,7,3.44,clear sky
616,Ratnagiri,IN,16.9833,73.3,78.57,78,74,5.35,broken clouds
617,Moose Jaw,CA,50.4001,-105.5344,44.6,29,99,10.36,overcast clouds
618,Chernyshevskiy,RU,63.0128,112.4714,17.44,82,96,10.76,overcast clouds
619,Hay River,CA,60.8156,-115.7999,57.2,33,66,5.75,broken clouds
620,Krasnyy Chikoy,RU,50.3643,108.7512,43.23,51,6,5.57,clear sky
621,Angoram,PG,-4.0625,144.0661,84.92,65,100,3.69,overcast clouds
622,San Rafael Del Sur,NI,11.8485,-86.4384,84.2,74,40,13.8,scattered clouds
623,Darfo,IT,45.8779,10.1812,48.99,69,14,5.06,few clouds
624,Ewa Beach,US,21.3156,-158.0072,80.6,57,1,12.66,light rain
625,Nishihara,JP,26.1842,127.7558,73.4,68,75,16.11,broken clouds
626,Praya,CV,14.9215,-23.5087,69.8,78,0,10.36,clear sky
627,Kuito,AO,-12.3833,16.9333,59.97,72,77,4.21,broken clouds
628,Bilibino,RU,68.0546,166.4372,31.55,77,1,3.56,clear sky
629,Gamboula,CF,4.1178,15.1393,69.01,90,89,1.81,overcast clouds
630,Itupiranga,BR,-5.1347,-49.3267,73.54,91,100,2.37,overcast clouds
631,Caceres,ES,39.522,-6.3748,48.7,93,100,4.85,overcast clouds
632,Chajul,GT,15.4853,-91.0342,75.2,46,90,1.05,overcast clouds
633,Araguacu,BR,-12.9306,-49.8264,71.6,88,23,2.13,few clouds
634,Cacu,BR,-18.5567,-51.1308,67.55,56,2,3.33,clear sky
635,Nyurba,RU,63.2842,118.3319,17.42,84,100,5.82,overcast clouds
636,Ambatofinandrahana,MG,-20.55,46.8,58.62,90,100,3.22,overcast clouds
637,Horki,BY,54.2861,30.9842,35.24,93,76,5.5,broken clouds
638,Niono,ML,14.2526,-5.993,89.6,12,0,8.03,clear sky
639,Pinega,RU,64.7001,43.3936,33.85,75,100,5.08,overcast clouds
640,Catemaco,MX,18.4167,-95.1167,80.6,78,20,16.11,few clouds
641,Priboj,BA,44.6028,18.9314,44.01,100,40,1.14,scattered clouds
642,La Ronge,CA,55.1001,-105.2842,48.2,25,46,5.75,scattered clouds
643,Gamba,GA,-2.65,10.0,76.91,91,100,3.98,overcast clouds
644,Kiama,AU,-34.6833,150.8667,64.99,48,21,5.01,few clouds
645,Goundam,ML,16.4145,-3.6708,83.88,7,71,9.71,broken clouds
646,Amahai,ID,-3.3333,128.9167,82.92,75,93,0.22,overcast clouds
647,Kloulklubed,PW,7.0419,134.2556,84.2,79,75,8.05,broken clouds
648,Cabo San Lucas,MX,22.8909,-109.9124,81.0,50,1,6.91,clear sky
649,Egvekinot,RU,66.3167,-179.1667,22.62,77,23,3.33,few clouds
650,Tres Arroyos,AR,-38.3739,-60.2798,63.43,73,10,15.88,clear sky
651,Daloa,CI,6.8774,-6.4502,74.59,93,93,4.27,moderate rain
652,General Cepeda,MX,25.3833,-101.45,75.2,29,1,17.27,clear sky
653,Hokitika,NZ,-42.7167,170.9667,60.82,63,14,9.33,few clouds
654,Loudi,CN,27.7344,111.9944,67.1,95,100,3.71,overcast clouds
655,Manthani,IN,18.65,79.6667,82.44,70,5,6.85,clear sky
656,San Jose,US,37.3394,-121.895,61.0,58,75,16.11,broken clouds
657,Arman,RU,59.7,150.1667,34.77,93,100,12.26,light snow
658,Shu,KZ,43.5983,73.7614,41.95,84,100,14.63,overcast clouds
659,Ati,TD,13.2154,18.3353,82.06,7,2,8.7,clear sky
660,Tezu,IN,27.9167,96.1667,78.1,27,0,1.16,clear sky
661,Kulevcha,UA,46.0303,29.9361,45.14,82,100,7.45,overcast clouds
662,Mantua,IT,45.1667,10.7833,51.01,77,8,3.0,clear sky
663,Fort Nelson,CA,58.8053,-122.7002,68.0,14,40,11.5,scattered clouds
664,Amga,RU,60.8953,131.9608,25.56,81,65,1.81,broken clouds
665,Athabasca,CA,54.7169,-113.2854,59.0,19,13,10.36,few clouds
666,Geraldton,AU,-28.7667,114.6,68.0,56,2,11.5,clear sky
667,Guozhen,CN,34.3659,107.359,57.74,93,100,4.05,overcast clouds
668,Hailar,CN,49.2,119.7,61.2,29,54,16.4,broken clouds
669,Cortez,US,37.3489,-108.5859,57.2,15,1,5.75,clear sky
670,Mandalgovi,MN,45.7625,106.2708,56.12,24,100,10.09,overcast clouds
671,Sesheke,ZM,-17.4759,24.2968,59.79,75,55,3.44,broken clouds
672,Tessalit,ML,20.1986,1.0114,80.1,6,68,6.35,broken clouds
673,Port Augusta,AU,-32.5,137.7667,60.8,51,0,4.61,clear sky
674,Juba,SS,4.8517,31.5825,74.57,72,100,6.87,overcast clouds
675,Komatsu,JP,36.4026,136.4509,57.2,77,20,2.3,few clouds
676,Khor,RU,47.8861,134.9464,51.98,19,0,9.78,clear sky
677,Sola,VU,-13.8833,167.55,91.4,70,40,4.61,scattered clouds
678,Palencia,ES,42.4167,-4.5,46.99,92,37,1.99,scattered clouds
679,Lanzhou,CN,36.0564,103.7922,50.0,62,100,2.24,overcast clouds
680,Kulykiv,UA,50.3142,24.8176,41.0,92,49,5.28,scattered clouds
681,Nemuro,JP,43.3236,145.575,46.4,31,40,13.8,scattered clouds
682,Norden,DE,53.6,7.2,44.01,93,14,3.8,few clouds
683,Ermelo,ZA,-26.5333,29.9833,43.54,94,0,1.39,clear sky
684,Aripuana,BR,-9.1667,-60.6333,72.25,98,8,0.47,clear sky
685,Pontianak,ID,-0.0333,109.3333,77.0,94,20,4.61,few clouds
686,Eyl,SO,7.9803,49.8164,81.43,79,85,7.11,light rain
687,Abha,SA,18.2164,42.5053,60.8,54,0,5.53,clear sky
688,Pontes E Lacerda,BR,-15.2261,-59.3353,72.59,85,1,2.51,clear sky
689,Neiafu,TO,-18.65,-173.9833,84.2,74,40,5.75,scattered clouds
690,Montepuez,MZ,-13.1256,38.9997,66.13,92,100,7.85,overcast clouds
691,Krapina,HR,46.1608,15.8789,46.0,100,4,2.3,fog
692,Puerto Ayacucho,VE,5.6639,-67.6236,80.73,62,12,5.7,few clouds
693,Cam Ranh,VN,11.9214,109.1591,80.6,78,20,4.61,few clouds
694,Ledyard,US,41.4398,-72.0142,55.99,71,1,5.75,clear sky
695,Aktash,RU,50.3,87.7333,11.77,83,83,1.57,broken clouds
