City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Yar-Sale,RU,2021-04-13 04:40:53,66.8333,70.8333,28.89,77,20,21.18
383,Constitucion,CL,2021-04-13 04:40:53,-35.3333,-72.4167,59.88,70,0,7.05
384,Loding,NO,2021-04-13 04:40:54,67.3,14.75,30.2,80,40,4.61
385,Miles City,US,2021-04-13 04:40:54,46.4083,-105.8406,28.4,80,90,13.8
386,Aksarka,RU,2021-04-13 04:40:54,66.5606,67.7975,31.17,76,55,15.88
387,Kodinsk,RU,2021-04-13 04:40:55,58.6881,99.1844,38.19,65,72,11.88
388,Esso,RU,2021-04-13 04:40:55,55.9333,158.7,22.55,66,95,1.72
389,Havoysund,NO,2021-04-13 04:40:55,70.9963,24.6622,30.2,74,40,8.05
390,Kitgum,UG,2021-04-13 04:40:55,3.2783,32.8867,70.72,75,100,2.82
391,Aykhal,RU,2021-04-13 04:40:56,66.0,111.5,27.77,92,100,19.77
392,Mukhen,RU,2021-04-13 04:40:56,48.1,136.1,33.21,92,100,8.9
393,Mogadishu,SO,2021-04-13 04:40:56,2.0371,45.3438,80.6,69,75,8.41
394,Acapulco,MX,2021-04-13 04:38:09,16.8634,-99.8901,76.6,74,3,5.64
395,Onguday,RU,2021-04-13 04:40:57,50.75,86.15,56.39,38,28,4.18
396,Muros,ES,2021-04-13 04:40:57,42.7762,-9.0603,53.01,87,100,7.02
397,Saint-Leu,RE,2021-04-13 04:40:57,-21.15,55.2833,82.4,65,40,18.41
398,Nalut,LY,2021-04-13 04:36:13,30.3333,10.85,57.78,66,76,11.16
399,Sioux Lookout,CA,2021-04-13 04:40:58,50.1001,-91.917,33.8,100,90,8.05
400,Meulaboh,ID,2021-04-13 04:40:58,4.1363,96.1285,85.42,64,48,5.68
401,Minot,US,2021-04-13 04:40:58,48.2325,-101.2963,21.2,86,90,19.57
402,Springbok,ZA,2021-04-13 04:40:58,-29.6643,17.8865,71.74,29,0,7.16
403,Neryungri,RU,2021-04-13 04:40:59,56.6709,124.6491,19.26,79,100,9.69
404,Suntar,RU,2021-04-13 04:40:59,62.1444,117.6319,31.48,65,61,9.06
405,Stepnyak,KZ,2021-04-13 04:40:59,52.8339,70.7803,40.14,89,100,10.92
406,Half Moon Bay,US,2021-04-13 04:41:00,37.4636,-122.4286,54.0,87,90,6.91
407,Chicama,PE,2021-04-13 04:41:00,-7.8447,-79.1469,70.57,78,98,5.55
408,Wanning,CN,2021-04-13 04:41:00,18.8003,110.3967,83.37,64,33,7.45
409,Tautira,PF,2021-04-13 04:41:01,-17.7333,-149.15,80.6,69,75,9.22
410,Mineiros,BR,2021-04-13 04:38:49,-17.5694,-52.5511,65.07,52,0,0.4
411,Praia,CV,2021-04-13 04:39:55,14.9215,-23.5087,75.2,43,0,19.57
412,Kailahun,SL,2021-04-13 04:41:01,8.2833,-10.5667,72.01,99,80,1.95
413,Jawor,PL,2021-04-13 04:41:01,51.0513,16.1935,35.01,82,100,5.97
414,Bonthe,SL,2021-04-13 04:41:02,7.5264,-12.505,76.15,82,88,3.74
415,Saurimo,AO,2021-04-13 04:41:02,-9.6608,20.3916,62.51,95,94,4.14
416,Tanete,ID,2021-04-13 04:41:02,-3.9443,119.7848,90.0,55,42,4.97
417,Tbilisskaya,RU,2021-04-13 04:41:03,45.3633,40.19,48.0,81,100,4.27
418,La Roche-Sur-Yon,FR,2021-04-13 04:41:03,46.6667,-1.4333,32.0,86,0,6.91
419,Suluq,LY,2021-04-13 04:41:03,31.6682,20.2521,63.59,29,87,14.58
420,Taksimo,RU,2021-04-13 04:41:04,56.3444,114.8794,29.03,61,63,0.45
421,Chapais,CA,2021-04-13 04:41:04,49.7834,-74.8492,41.0,75,1,6.91
422,Baisha,CN,2021-04-13 04:41:04,26.5222,110.9311,62.4,94,100,1.63
423,Laguna,US,2021-04-13 04:41:04,38.421,-121.4238,64.4,48,1,8.05
424,Prainha,BR,2021-04-13 04:41:05,-1.8,-53.48,72.57,98,47,2.68
425,Lavrentiya,RU,2021-04-13 04:41:05,65.5833,-171.0,16.75,94,100,12.59
426,George,ZA,2021-04-13 04:41:05,-33.963,22.4617,51.8,100,90,2.3
427,Asau,RO,2021-04-13 04:41:06,46.4333,26.4,46.99,42,5,0.47
428,Goma,CD,2021-04-13 04:41:06,-1.6792,29.2228,64.4,82,75,9.22
429,Tilichiki,RU,2021-04-13 04:41:06,60.4667,166.1,9.16,76,52,8.03
430,Mount Gambier,AU,2021-04-13 04:41:07,-37.8333,140.7667,69.8,26,75,23.02
431,Nova Olimpia,BR,2021-04-13 04:41:07,-14.7972,-57.2881,69.24,97,2,1.36
432,Colac,AU,2021-04-13 04:41:07,-38.3333,143.5833,64.0,76,100,1.01
433,Port Arthur,CN,2021-04-13 04:41:08,38.8,121.2667,44.6,31,0,15.66
434,Taraz,KZ,2021-04-13 04:41:08,42.9,71.3667,53.6,58,100,4.47
435,Balezino,RU,2021-04-13 04:41:08,57.9796,53.0106,43.41,88,98,5.17
436,Samana,DO,2021-04-13 04:41:09,19.2056,-69.3369,71.51,91,61,4.61
437,Williamsport,US,2021-04-13 04:41:09,41.2412,-77.0011,48.2,81,90,4.61
438,Cayenne,GF,2021-04-13 04:41:09,4.9333,-52.3333,80.01,100,75,2.3
439,Saint-Joseph,RE,2021-04-13 04:41:09,-21.3667,55.6167,82.4,65,40,18.41
440,Kirkland Lake,CA,2021-04-13 04:41:10,48.1446,-80.0377,46.4,76,98,5.64
441,Nyurba,RU,2021-04-13 04:41:10,63.2842,118.3319,29.59,73,97,9.84
442,Barentu,ER,2021-04-13 04:41:10,15.1139,37.5928,75.42,35,68,3.56
443,Starozhilovo,RU,2021-04-13 04:41:11,54.2254,39.916,52.25,63,89,9.91
444,Dillon,US,2021-04-13 04:41:11,34.4166,-79.3712,60.01,77,1,4.61
445,Nelson Bay,AU,2021-04-13 04:38:18,-32.7167,152.15,69.8,49,20,11.5
446,Sechura,PE,2021-04-13 04:41:11,-5.5569,-80.8222,72.07,74,94,13.22
447,Broadford,AU,2021-04-13 04:41:12,-37.2,145.0667,60.01,63,100,13.0
448,Hobyo,SO,2021-04-13 04:41:12,5.3505,48.5268,83.89,57,99,11.88
449,Mongagua,BR,2021-04-13 04:41:12,-24.0931,-46.6208,73.0,26,100,6.38
450,Visby,SE,2021-04-13 04:41:12,57.6409,18.296,36.0,93,0,8.05
451,Kisangani,CD,2021-04-13 04:41:13,0.5167,25.2,69.42,99,100,3.29
452,Uthal,PK,2021-04-13 04:41:13,25.8072,66.6219,87.82,33,45,5.77
453,Dagana,MR,2021-04-13 04:41:13,16.5165,-15.5068,82.78,13,20,16.84
454,Uvat,RU,2021-04-13 04:41:14,59.1433,68.8953,43.3,71,78,10.49
455,Komotini,GR,2021-04-13 04:41:14,41.1228,25.3964,46.0,87,35,2.01
456,Uvinza,TZ,2021-04-13 04:41:14,-5.1036,30.3911,65.26,96,100,3.2
457,Oistins,BB,2021-04-13 04:41:14,13.0667,-59.5333,78.8,69,75,13.8
458,Black River,JM,2021-04-13 04:41:15,18.0264,-77.8487,78.8,83,75,3.44
459,Usevya,TZ,2021-04-13 04:41:15,-7.1,31.2333,66.06,98,81,4.27
460,Akdepe,TM,2021-04-13 04:41:15,42.0551,59.3788,60.8,31,0,6.91
461,Isangel,VU,2021-04-13 04:41:16,-19.55,169.2667,84.2,79,75,5.75
462,Nsukka,NG,2021-04-13 04:41:16,6.8561,7.3927,74.19,84,100,3.96
463,Rundu,NA,2021-04-13 04:41:16,-17.9333,19.7667,57.54,60,0,5.19
464,Ongandjera,NA,2021-04-13 04:41:16,-17.8833,15.0667,65.52,44,1,8.99
465,Naantali,FI,2021-04-13 04:41:17,60.4674,22.0243,37.4,93,20,4.61
466,Praia Da Vitoria,PT,2021-04-13 04:41:17,38.7333,-27.0667,60.8,88,20,10.4
467,Emerald,AU,2021-04-13 04:41:17,-23.5333,148.1667,84.2,28,0,6.91
468,Bubaque,GW,2021-04-13 04:41:18,11.2833,-15.8333,77.56,69,10,11.39
469,Cabra,ES,2021-04-13 04:41:18,37.4725,-4.4421,57.2,77,75,2.3
470,Brigantine,US,2021-04-13 04:41:18,39.4101,-74.3646,46.4,87,90,5.75
471,Victoria,HK,2021-04-13 04:38:06,22.2855,114.1577,84.99,58,20,11.5
472,Pisco,PE,2021-04-13 04:41:19,-13.7,-76.2167,66.2,82,0,5.75
473,Teya,RU,2021-04-13 04:41:19,60.3778,92.6267,34.36,86,97,10.49
474,Savannah Bight,HN,2021-04-13 04:41:19,16.45,-85.85,82.0,94,76,1.99
475,Khandyga,RU,2021-04-13 04:41:20,62.6667,135.6,22.6,73,91,2.17
476,Manzanillo,CU,2021-04-13 04:41:20,20.3433,-77.1167,76.03,83,6,3.13
477,Bull Savanna,JM,2021-04-13 04:41:20,17.8868,-77.5902,73.15,86,22,5.99
478,Tagusao,PH,2021-04-13 04:41:20,9.1924,117.8141,84.34,67,34,6.78
479,Paredon,MX,2021-04-13 04:41:21,16.0333,-93.8667,79.95,69,2,3.89
480,Athabasca,CA,2021-04-13 04:41:21,54.7169,-113.2854,26.6,63,1,1.14
481,Pleshanovo,RU,2021-04-13 04:41:21,52.8333,53.4833,52.54,72,28,10.0
482,Jacqueville,CI,2021-04-13 04:41:22,5.2052,-4.4146,82.4,89,20,3.44
483,Camopi,GF,2021-04-13 04:41:22,3.1655,-52.3158,71.4,99,52,1.48
484,Blyth,GB,2021-04-13 04:41:22,55.1271,-1.5086,35.6,86,8,4.61
485,Ercis,TR,2021-04-13 04:41:22,39.0287,43.3586,33.8,93,75,11.5
486,Chake Chake,TZ,2021-04-13 04:41:23,-5.2459,39.7666,77.0,88,93,10.6
487,Chingola,ZM,2021-04-13 04:41:23,-12.529,27.8838,60.28,96,100,3.18
488,Donetsk,UA,2021-04-13 04:41:23,48.0,37.8,48.76,84,100,3.42
489,Saldanha,ZA,2021-04-13 04:41:24,-33.0117,17.9442,57.2,77,0,2.3
490,Broken Hill,AU,2021-04-13 04:41:24,-31.95,141.4333,73.4,17,88,18.41
491,Boke,GN,2021-04-13 04:41:24,10.9409,-14.2967,75.61,82,55,3.13
492,Emilio Carranza,MX,2021-04-13 04:41:25,19.9711,-96.6114,76.46,79,16,10.07
493,Snyder,US,2021-04-13 04:41:25,32.7179,-100.9176,57.2,41,90,13.8
494,Robertson,US,2021-04-13 04:41:25,36.5167,-86.8667,62.6,45,75,5.75
495,Mount Isa,AU,2021-04-13 04:39:45,-20.7333,139.5,87.8,11,37,5.75
496,Saint-Paul,RE,2021-04-13 04:41:26,-21.0096,55.2707,82.4,69,75,14.97
497,Sao Felix Do Xingu,BR,2021-04-13 04:41:26,-6.6447,-51.995,71.15,97,42,1.48
498,Horta,PT,2021-04-13 04:41:26,38.5333,-28.6333,60.58,89,99,20.07
499,Alugan,PH,2021-04-13 04:41:26,12.2188,125.4808,82.11,77,74,7.78
500,Lazarev,RU,2021-04-13 04:41:27,52.225,141.5131,27.3,95,100,18.9
501,Diamantino,BR,2021-04-13 04:41:27,-14.4086,-56.4461,69.96,93,1,3.51
502,Codrington,AU,2021-04-13 04:41:27,-38.2667,141.9667,68.09,34,93,25.48
503,Taos,US,2021-04-13 04:37:14,36.4072,-105.5731,48.2,31,40,26.46
504,Shingu,JP,2021-04-13 04:41:28,33.7333,135.9833,66.2,77,75,14.97
505,Diffa,NE,2021-04-13 04:41:28,13.3154,12.6113,77.81,18,67,9.17
506,Camargo,MX,2021-04-13 04:41:28,27.6667,-105.1667,71.89,14,0,13.49
507,Sayhat,SA,2021-04-13 04:41:29,26.4852,50.0405,78.8,69,40,9.22
508,Lumeje,AO,2021-04-13 04:41:29,-11.55,20.7833,64.76,92,98,4.34
509,La Asuncion,VE,2021-04-13 04:41:29,11.0333,-63.8628,77.27,90,47,11.95
510,Ngorongoro,TZ,2021-04-13 04:41:29,-3.2397,35.4875,52.48,94,92,5.17
511,Gisborne,NZ,2021-04-13 04:41:30,-38.6533,178.0042,72.01,67,63,6.6
512,Seddon,AU,2021-04-13 04:41:30,-37.8068,144.8916,68.0,52,100,27.63
513,Tsiroanomandidy,MG,2021-04-13 04:41:30,-18.7667,46.0333,68.23,82,100,2.8
514,Lakhdenpokhya,RU,2021-04-13 04:41:31,61.5198,30.1992,48.0,88,100,4.14
515,Adrar,MR,2021-04-13 04:41:31,20.5022,-10.0711,72.5,15,29,11.77
516,Puerto Ayacucho,VE,2021-04-13 04:41:31,5.6639,-67.6236,74.64,88,74,0.31
517,Benguela,AO,2021-04-13 04:36:33,-12.5763,13.4055,81.14,69,61,2.17
518,Belmonte,BR,2021-04-13 04:41:32,-15.8631,-38.8828,71.6,83,0,2.3
519,Barranca,PE,2021-04-13 04:41:32,-10.75,-77.7667,66.87,87,99,5.35
520,Atakpame,TG,2021-04-13 04:41:32,7.5333,1.1333,74.75,78,69,4.76
521,Langsa,ID,2021-04-13 04:41:15,4.4683,97.9683,91.24,52,98,2.8
522,Aksu,CN,2021-04-13 04:41:33,41.1231,80.2644,60.84,27,97,11.68
523,Dhangadhi,NP,2021-04-13 04:41:33,28.7079,80.5961,96.94,9,0,5.12
524,Kupino,RU,2021-04-13 04:41:33,54.3663,77.2981,33.4,100,99,10.31
525,Santa Barbara,US,2021-04-13 04:41:33,34.7333,-120.0343,51.01,81,90,4.61
526,Grand Gaube,MU,2021-04-13 04:41:34,-20.0064,57.6608,81.0,77,100,4.0
527,Acarau,BR,2021-04-13 04:40:26,-2.8856,-40.12,76.19,90,36,9.64
528,Vevey,CH,2021-04-13 04:41:34,46.4612,6.8433,33.01,84,12,1.01
529,Kattivakkam,IN,2021-04-13 04:41:34,13.2167,80.3167,89.6,58,40,5.75
530,Tadine,NC,2021-04-13 04:41:35,-21.55,167.8833,75.33,91,81,4.38
531,Gustrow,DE,2021-04-13 04:41:35,53.7972,12.1734,35.01,93,20,8.05
532,Senta,RS,2021-04-13 04:41:35,45.9275,20.0772,41.14,87,100,8.5
533,Nemuro,JP,2021-04-13 04:41:36,43.3236,145.575,53.6,71,75,21.85
534,Verkhovyna,UA,2021-04-13 04:41:36,48.1557,24.7911,48.02,78,15,1.77
535,Yabelo,ET,2021-04-13 04:41:36,4.8833,38.0833,62.69,74,99,5.82
536,Klyuchi,RU,2021-04-13 04:41:37,52.2667,79.1667,40.84,81,100,14.16
537,Esil,KZ,2021-04-13 04:41:37,51.9556,66.4042,40.15,93,100,12.12
538,Najran,SA,2021-04-13 04:41:37,17.4924,44.1277,77.0,44,0,6.91
539,Dawson Creek,CA,2021-04-13 04:40:18,55.7666,-120.2362,39.2,41,1,13.8
540,Buin,CL,2021-04-13 04:41:36,-33.7333,-70.75,71.01,58,0,3.44
541,Dawlatabad,AF,2021-04-13 04:41:38,36.4141,64.9053,69.39,31,6,6.11
542,Rio Gallegos,AR,2021-04-13 04:41:38,-51.6226,-69.2181,51.8,50,0,16.11
543,Hamina,FI,2021-04-13 04:41:38,60.5697,27.1979,44.01,70,75,4.61
544,Arkhangelsk,RU,2021-04-13 04:41:39,64.5401,40.5433,48.2,53,20,4.47
545,Sabya,SA,2021-04-13 04:41:39,17.1495,42.6254,80.6,78,20,4.61
546,Ulcinj,ME,2021-04-13 04:41:39,41.9294,19.2244,51.8,76,90,6.91
547,Nabire,ID,2021-04-13 04:41:40,-3.3667,135.4833,92.44,50,9,13.15
548,Atasu,KZ,2021-04-13 04:41:15,48.6814,71.6433,55.29,31,7,18.32
549,Tuatapere,NZ,2021-04-13 04:41:40,-46.1333,167.6833,55.99,95,100,1.99
550,La Rioja,ES,2021-04-13 04:41:40,42.25,-2.5,41.0,93,0,1.14
551,Mansa,IN,2021-04-13 04:41:41,29.9833,75.3833,97.59,11,51,4.34
552,Coahuayana,MX,2021-04-13 04:41:41,18.7333,-103.6833,68.97,90,35,3.36
553,San Ramon,US,2021-04-13 04:41:41,37.7799,-121.978,57.99,71,1,8.05
554,Gadsden,US,2021-04-13 04:41:42,34.0143,-86.0066,57.2,88,1,0.83
555,Neuquen,AR,2021-04-13 04:37:12,-38.9516,-68.0591,53.6,94,0,3.44
556,Sakakah,SA,2021-04-13 04:41:42,29.9697,40.2064,53.6,43,0,11.5
557,Antofagasta,CL,2021-04-13 04:36:44,-23.65,-70.4,60.8,77,0,1.14
558,Avera,US,2021-04-13 04:41:42,33.194,-82.5271,62.6,63,1,4.61
559,Namwala,ZM,2021-04-13 04:41:43,-15.7504,26.4384,59.14,93,1,4.25
560,Bingol,TR,2021-04-13 04:41:43,38.8847,40.4939,40.42,87,94,2.73
561,Nome,US,2021-04-13 04:41:43,64.5011,-165.4064,32.0,93,90,9.22
562,Lixourion,GR,2021-04-13 04:41:44,38.2019,20.4314,56.88,62,89,4.0
563,Pendembu,SL,2021-04-13 04:41:44,8.1,-10.7,73.63,99,79,1.59
564,Atlantic City,US,2021-04-13 04:39:27,39.3643,-74.4229,46.4,87,90,5.75
565,Cananeia,BR,2021-04-13 04:41:44,-25.0147,-47.9267,70.93,88,100,6.89
566,Ust-Ilimsk,RU,2021-04-13 04:41:44,58.0006,102.6619,33.58,97,100,9.22
567,Upata,VE,2021-04-13 04:41:45,8.0086,-62.3989,79.0,89,77,1.01
568,Mahibadhoo,MV,2021-04-13 04:41:45,3.7833,72.9667,82.92,71,43,5.66
569,Ketchikan,US,2021-04-13 04:41:45,55.3422,-131.6461,38.71,84,100,3.42
570,Luanda,AO,2021-04-13 04:39:26,-8.8368,13.2343,78.8,94,75,5.53
571,Clovis,US,2021-04-13 04:41:46,36.8252,-119.7029,73.4,31,20,6.91
572,Vila Franca Do Campo,PT,2021-04-13 04:41:46,37.7167,-25.4333,60.8,94,75,17.27
573,Lagoa,PT,2021-04-13 04:41:46,39.05,-27.9833,60.33,87,88,21.7
574,Watsa,CD,2021-04-13 04:41:47,3.0372,29.5355,63.23,98,100,2.75
